Time,Vehicle ID,X Coordinate,Y Coordinate,Tile Name,Probability
1.0,0,2.01,-312.3499949886684,/home/sayon/autoware_map/town01/splitted_64/64_-3_-309.pcd,1.0
2.0,0,2.01,-310.9161438008364,/home/sayon/autoware_map/town01/splitted_64/64_-3_-309.pcd,1.0
2.0,1,88.37146089945574,-16.340000000000032,/home/sayon/autoware_map/town01/splitted_64/64_84_-15.pcd,0.3333333333333333
3.0,0,2.01,-306.8827961136643,/home/sayon/autoware_map/town01/splitted_64/64_-3_-309.pcd,0.75
3.0,1,88.37213736969399,-18.701557601718264,/home/sayon/autoware_map/town01/splitted_64/64_84_-15.pcd,0.4
3.0,2,107.78999999999999,-1.9499999999999886,/home/sayon/autoware_map/town01/splitted_64/64_108_-1.pcd,0.16666666666666666
4.0,0,2.01,-300.67641214632374,/home/sayon/autoware_map/town01/splitted_64/64_-3_-302.pcd,0.14285714285714285
4.0,1,88.37320438980586,-22.426524812248545,/home/sayon/autoware_map/town01/splitted_64/64_84_-22.pcd,0.125
4.0,2,109.77725570789538,-1.9499999999999886,/home/sayon/autoware_map/town01/splitted_64/64_108_-1.pcd,0.2222222222222222
4.0,3,320.53999999999996,-129.51749799304255,/home/sayon/autoware_map/town01/splitted_64/64_324_-127.pcd,0.1
5.0,0,2.01,-292.04391479313523,/home/sayon/autoware_map/town01/splitted_64/64_-3_-288.pcd,0.09090909090909091
5.0,1,88.37473519492153,-27.77056547106247,/home/sayon/autoware_map/town01/splitted_64/64_84_-29.pcd,0.08333333333333333
5.0,2,113.25797532548663,-1.9499999999999886,/home/sayon/autoware_map/town01/splitted_64/64_108_-1.pcd,0.23076923076923078
5.0,3,318.21854529251345,-129.51635911150734,/home/sayon/autoware_map/town01/splitted_64/64_316_-127.pcd,0.07142857142857142
5.0,4,15.26,-330.5429360967185,/home/sayon/autoware_map/town01/splitted_64/64_12_-330.pcd,0.06666666666666667
6.0,0,2.01,-281.3755574213698,/home/sayon/autoware_map/town01/splitted_64/64_-3_-281.pcd,0.0625
6.0,1,88.37676067091691,-34.8415021709493,/home/sayon/autoware_map/town01/splitted_64/64_84_-36.pcd,0.058823529411764705
6.0,2,118.74830886380282,-1.9499999999999886,/home/sayon/autoware_map/town01/splitted_64/64_116_-1.pcd,0.05555555555555555
6.0,3,313.43410102579276,-129.51401191291072,/home/sayon/autoware_map/town01/splitted_64/64_316_-127.pcd,0.10526315789473684
6.0,4,17.46563350096345,-330.54420589148015,/home/sayon/autoware_map/town01/splitted_64/64_12_-330.pcd,0.1
6.0,5,334.76717425431707,-214.26,/home/sayon/autoware_map/town01/splitted_64/64_332_-218.pcd,0.047619047619047616
7.0,0,2.02,-268.28644036872817,/home/sayon/autoware_map/town01/splitted_64/64_-3_-267.pcd,0.045454545454545456
7.0,1,88.379283070605,-43.64719948206101,/home/sayon/autoware_map/town01/splitted_64/64_84_-43.pcd,0.043478260869565216
7.0,2,125.72142545470037,-1.9499999999999886,/home/sayon/autoware_map/town01/splitted_64/64_124_-1.pcd,0.041666666666666664
7.0,3,306.9231943250261,-129.5108177298,/home/sayon/autoware_map/town01/splitted_64/64_308_-127.pcd,0.04
7.0,4,21.97326899419073,-330.5468009608487,/home/sayon/autoware_map/town01/splitted_64/64_20_-330.pcd,0.038461538461538464
7.0,5,334.7664072564678,-215.64430328497198,/home/sayon/autoware_map/town01/splitted_64/64_332_-218.pcd,0.07407407407407407
7.0,6,320.52999751411244,2.009999999999991,/home/sayon/autoware_map/town01/splitted_64/64_324_5.pcd,0.03571428571428571
8.0,0,2.02,-254.6885992239854,/home/sayon/autoware_map/town01/splitted_64/64_-3_-253.pcd,0.034482758620689655
8.0,1,88.38,-54.72264523050751,/home/sayon/autoware_map/town01/splitted_64/64_84_-57.pcd,0.03333333333333333
8.0,2,134.0950862510223,-1.9499999999999886,/home/sayon/autoware_map/town01/splitted_64/64_132_-1.pcd,0.03225806451612903
8.0,3,298.6196843535267,-129.50674411416864,/home/sayon/autoware_map/town01/splitted_64/64_300_-127.pcd,0.03125
8.0,4,28.87768357604742,-330.5507758684951,/home/sayon/autoware_map/town01/splitted_64/64_28_-330.pcd,0.030303030303030304
8.0,5,334.7647087136081,-218.70989005629906,/home/sayon/autoware_map/town01/splitted_64/64_332_-218.pcd,0.08823529411764706
8.0,6,318.80246714413994,2.015064271055678,/home/sayon/autoware_map/town01/splitted_64/64_316_5.pcd,0.02857142857142857
8.0,7,2.01,-312.3499949886684,/home/sayon/autoware_map/town01/splitted_64/64_-3_-309.pcd,0.1111111111111111
9.0,0,2.02,-241.20936996300503,/home/sayon/autoware_map/town01/splitted_64/64_-3_-246.pcd,0.02702702702702703
9.0,1,88.38,-67.42359842994097,/home/sayon/autoware_map/town01/splitted_64/64_84_-71.pcd,0.02631578947368421
9.0,2,144.21634158288595,-1.9499999999999886,/home/sayon/autoware_map/town01/splitted_64/64_140_-1.pcd,0.02564102564102564
9.0,3,288.6293711066106,-129.50184297039394,/home/sayon/autoware_map/town01/splitted_64/64_292_-127.pcd,0.025
9.0,4,37.468045340329404,-330.555721384767,/home/sayon/autoware_map/town01/splitted_64/64_36_-330.pcd,0.024390243902439025
9.0,5,334.76205715241605,-223.4955160810519,/home/sayon/autoware_map/town01/splitted_64/64_332_-225.pcd,0.023809523809523808
9.0,6,315.570572239243,2.019999999999982,/home/sayon/autoware_map/town01/splitted_64/64_316_5.pcd,0.046511627906976744
9.0,7,2.01,-310.37049592915747,/home/sayon/autoware_map/town01/splitted_64/64_-3_-309.pcd,0.11363636363636363
